Identificador,Alinhamento,Autorizações,Comercialização,Depósito,Derivados,Detalhamento do efeito,Detalhamento forma de uso,Diagramação,Discursos de autoridade,Doença mencionada,Dúvidas,Elementos de composição,Extras,Hieraquia da informação,ID,Informações indicativas,Link,Menções a lugares,Observações,Origem,Original (primeira aparição),Palavra-chave efeito,Palavras-chave produto,Preço,Primeiras palavras do anúncio,Produto ofertado (título completo),Produção,Público mencionado,Quantidade de variações tipográficas (aprox.),Responsável técnico,Sinal visual de autoridade,Status,Substâncias,Tipificação da imagem (aprox.),Tipo de produto,Variação tipográfica,Variação typeface
purgativo_julien_confeito_vegetal,"Centralizado, Justificado esquerda",Exma. Junta de Hygiene do Brazil,-,"Deposito em Paris, 8, rua Vivienne, e nas principaes Pharmacias e Drogarias",,Detalhado,Ausente,1 coluna,"Detalhes dos sintomas, Qualidade dos ingredientes, Vantagem sobre outros","Affecção do figado estômago e rins, Bilis, Convulsões da infancia, Enxaqueca, Gazes, Ictericia, Inflamação intestinal, Molestias pelle, Nauseas, Pituita, Usagre",,"Clichê, Moldura",Nenhum,"Corpo do texto, Nota de rodapé, Subtítulo, Título principal",130,Depósito,https://drive.google.com/file/d/1VmhfGwMdz6dBMNR1EHxXlWZplOhQr8VN/view?usp=drive_link,"Brazil [Brasil], Pariz [Paris]",,Indefinido,,"Contra [a moléstia as moléstias], Cura rápida, Não irrita o abdomen, Purga as creanças, Purga com suavidade","Admiravel, Agradável, Como uma pastilha de chocolate, Purgativo, Vegetal",-,Nome do produto,Purgativo Julien,-,Crianças (creanças),6,,Ausente,Finalizado,Ausente,Ausente,Indefinido,"Bold, Caixa alta, Itálico, Regular","Sem serifa, Serifa"
sulfato_quinina_pelletier,"Centralizado, Justificado esquerda",Ausente,Encontram-se em todas as pharmacias,"Deposito exclusivo, em Paris, RIGAUD & DUSART, 8, rua Vivienne, 8",,Detalhado,Mencionado,1 coluna,"Apelo a popularidade, Qualidade da produçao","Affecção do figado estômago e rins, Affecções do baço, Enxaqueca, Febres inttermittentes (inveteradas), Febres palustres, Gotta, Nevralgia [facial] [em geral], Rheumatismo",,"Clichê, Fios, Moldura","Fala da capsula, Medidas anti-falsificação","Corpo do texto, Nota de rodapé, Subtítulo, Título principal",131,"Comercialização, Depósito, Responsável técnico/preparado por/Pharmaceutico",https://drive.google.com/file/d/1KkvowFi4gddsle1ZvwvO-tfUDXp_DeFB/view?usp=drive_link,Pariz [Paris],,Indefinido,,"Abre apetite, Corta suores, Dá energia, Levanta as forças, Tornam facil a digestão","Certo, Específico, Poderoso(a), Tonico",-,Nome do produto,Sulfato de Quinina de Pelletier,-,Ausente,8,Armet de Lisle & Cª,Ausente,Finalizado,Quinino,Marca,Capsula,"Bold, Caixa alta, Itálico, Regular, Versalete",Serifa
vinho_peptona_pepsica_chapoteaut,"Centralizado, Justificado esquerda",Exma. Junta de Hygiene do Brazil,-,"Deposito em Paris, 8, rua Vivienne, e nas principaes Pharmacias e Drogarias",,Detalhado,Ausente,1 coluna,"Qualidade da produçao, Qualidade dos ingredientes, Recomendado/attestado por especialistas, Vantagem sobre outros","Affecção figado, Affecção intestino, Affecções cancerosas, Anemia, Diabetes, Doença do estomago, Dysenteria dos paises quentes, Externuação, Indigestão, febres",,"Clichê original, Moldura",Nenhum,"Corpo do texto, Subtítulo, Título principal",132,"Depósito, Responsável técnico/preparado por/Pharmaceutico",https://drive.google.com/file/d/1qBp9ZhFBF7z3McnAxVhWhcgEjx0EepdA/view?usp=drive_link,"Brazil [Brasil], Pariz [Paris]",,Indefinido,,"Enriquece o leite, Nutre, Repara [moléstia], Sustenta as forças","Admittido, Approvado(a), Delicioso, Nutritivo, Primeira classe, Reparador",-,Nome do produto,Vinho de Peptona Pepsica de Chapoteaut,-,"Amas de leite, Crianças (creanças), Idosos [""velhos""], Portadores/acometidos",5,Chapoteaut,Ausente,Finalizado,"Carne de vacca, Peptona pepsica","Animal, Letra C, Marca, Vaca",Vinho,"Bold, Caixa alta, Itálico, Regular",Serifa
vermouthina_substitutiva_agua_ingleza,"Centralizado, Justificado esquerda","Governo Imperial, Junta Central de Hygiene",-,"Unico deposito em Campos - Pharmacia de Aurelio Cassalho. Rua Direita n. (?), junto a igreja do Carmo",,Detalhado,Ausente,1 coluna,"Apelo ao ""natural"", Qualidade dos ingredientes","Amenorrhéa, Anemia, Chlorose [chlorosis], Debilidade (Desbilidade), Dispepsia (dyspepsias), Dysmenorrhea, Emmagrecimento, Enjoo do mar, Gastralgia, Hypoemia intertropical (vulgo opilação ou caulação), Inappetencia, Leucorrhéa, febres",,Ausente,"Fala do ""clima"" que é produzido","Corpo do texto, Nota de rodapé, Subtítulo, Título principal, Título secundário",133,"Depósito, Responsável técnico/preparado por/Pharmaceutico",https://drive.google.com/file/d/1nvSKYGt10CWtWsnZ_qDU-mNqIlT7HTDB/view?usp=drive_link,Campos,,Indefinido,,"Combater [moléstia], Empregadas nos [moléstias], Levanta as forças","Agradável, Anti-nervosa, Autorisado(a), Poderoso(a), Reconstituinte [reconstituitivo], Tonico, Vegetal, dos melhores medicamentos até hoje conhecidos para combater taes efermidades",-,Nome do produto,Vermouthina,-,Ausente,7,José Olympio Torres Bueno,Ausente,Finalizado,Ausente,Ausente,Licor,"Bold, Caixa alta, Expandido, Itálico, Regular",Serifa
atauba_sabyra_grande_depurativo,Centralizado,Exma. Junta de Hygiene Publica do Rio de Janeiro,-,"Depositarios (?) para todo o Imperio LEBRE IRMÃO & SAMPAIO E SUAS CASAS FILIAES 
Lebre Irmão & C. Rua Direita n. 1 | 
Mello & C. Rua do S. Bento n. 28 S. PAULO
—
Unicos depositarios em Campos SAMPAIO, ROCHA & COMP.",,Mencionado,Ausente,1 coluna,Sabedoria indígena,"Escrofula (escrophulasa scrophulas escrophulas escrofulose), Impureza no sangue, Molestias pelle, Morphéa, Siphilis [Siphylis] [enfermidades syphiliticas]",,Bigode,Nenhum,"Corpo do texto, Subtítulo, Título principal, Título secundário, Título terciário",134,"Depósito, Responsável técnico/preparado por/Pharmaceutico",https://drive.google.com/file/d/1fCKLSppTjYJ9aAeT8uJO2Bu6N0R5veyw/view?usp=drive_link,"Campos, Rio de Janeiro, S. Paulo",,"Inferido, Nacional",,Cura radical,"Approvado(a), Depurativo",-,Nome do produto,Atauba de sabyra ou o grande depurativo do seculo XIX,-,Ausente,14,João José Ribeiro Escobar,Ausente,Finalizado,Ausente,Ausente,Indefinido,"Bold, Caixa alta, Condensado, Expandido, Itálico, Regular","Fantasia, Sem serifa, Serifa"
pastilhas_peitoraes,"Centralizado, Justificado esquerda","Exma. Junta de Hygiene do Brazil, Pharmacopéa official da França",-,"PARIS, 8, Rua Vivienne, e nas principaes Pharmacias.",,Mencionado,Ausente,1 coluna,Apelo a popularidade,"Bronchites (bronchitas), Catarrhos, Catarro-epidemico, Coqueluche, Defluxos, Molestias da garganta, Molestias peito, Rouquidão, Tossas [tosse] [tosses]",,"Fios, Moldura decorada",Nenhum,"Corpo do texto, Nota de rodapé, Subtítulo, Título principal",135,"Comercialização/Depósito (dúbia), Responsável técnico/preparado por/Pharmaceutico",https://drive.google.com/file/d/1cfjHVJr-DCbbzlUEV7-xJ8hcPEdgupG1/view?usp=drive_link,"Brazil [Brasil], França, Pariz [Paris]",,Indefinido,,Empregadas nos [moléstias],"Admittido, Approvado(a), Delicioso",-,Nome do produto,Pastilhas Peitoraes de Succo d`alface e louro cereja,-,"Adultos, Crianças (creanças), Geral",6,Grimault & Cª,Ausente,Finalizado,"Louro cereja, Succo d'alface",Ausente,Pastilha,"Bold, Caixa alta, Itálico, Regular","Sem serifa, Serifa"
ferro_girard,"Centralizado, Justificado esquerda","Academia de Medicina de Paris, Exma. Junta de Hygiene do Brazil",-,"Deposito em Paris, 8, rua Vivienne e nas principais Drogarias e Pharmacias",,Detalhado,Mencionado,1 coluna,"Apelo a novidade, Vantagem sobre outros","Anemia, Caimbras de estomago, Côres pallidas, Empobrecimento do sangue, Esterelidade",,"Fios, Moldura decorada",Nenhum,"Corpo do texto, Nota de rodapé, Subtítulo, Título principal",136,Depósito,https://drive.google.com/file/d/1gAmbw83bjrPEnzX2HdCLfsuC0vDnhAjp/view?usp=drive_link,"Brazil [Brasil], Pariz [Paris]",,Indefinido,,"Abre apetite, Combater [moléstia], Curar [moléstia] (cura [moléstia]  cura-se [moléstia]), Dejecções numerosas, Facilmente aceito, Fortifica, Levanta as forças, Não prende o ventre (não constipa o sangue), Regulariza as regras, Tolerado pelo estomago",Approvado(a),-,Nome do produto,Ferro girard,-,Portadores/acometidos,4,Ausente,Ausente,Finalizado,Sal de ferro,Ausente,Indefinido,"Bold, Caixa alta, Condensado, Itálico, Regular",Serifa
pos_anti_hemorrhoidarios,"Centralizado, Justificado esquerda",Ausente,acha-se á venda na pharmacia Vicente. Rua Direita n. 81. Campos.,-,,Mencionado,Ausente,1 coluna,Ausente,Hemorrhoidas,,Ausente,Nenhum,"Corpo do texto, Subtítulo, Título principal",137,Comercialização,https://drive.google.com/file/d/1XfSQd_iH3t3_oTj9IIOhY7UsPoC00eao/view?usp=drive_link,Campos,,Indefinido,,Contra [a moléstia as moléstias],"Anti-hemorrhoidario, Poderoso(a)",-,Nome do produto,Pós anti-hemorrhoidarios do Dr. C. Fliseheman (?),-,Ausente,3,Ausente,Ausente,Finalizado,Ausente,Ausente,Pó,"Bold, Regular",Serifa
pilulas_anti_blenorrhagicas,"Centralizado, Justificado esquerda",Ausente,-,-,,Mencionado,Ausente,1 coluna,Ausente,"Blenorrhagias, Gonorréas antigas e recentes",,Ausente,Nenhum,"Corpo do texto, Título principal",138,Produção,https://drive.google.com/file/d/1Hx0w_GKhe9IKV7EwfYhte3xeJiU5eOCF/view?usp=drive_link,Campos,,"Campos, Declarado, Nacional",,Grande resultado tratamento [moléstia],Anto-blenorrhagica,-,Produto,Pilulas anti-blenorrhagicas,Preparada unicamente na pharmacia Delgado. Rua do Concelho n. 44. Campos.,Ausente,2,Ausente,Ausente,Finalizado,Ausente,Ausente,Pilula,Regular,Serifa
estomago_pilulas_digestivas,"Centralizado, Justificado esquerda",Ausente,Vendem-se na Pharmacia Feydit. Rua da Quitanda n. 34.,-,,Detalhado,Ausente,1 coluna,Ausente,"Dispepsia (dyspepsias), Fraqueza do estomago, Vomitos, etc",,Ausente,Nenhum,"Corpo do texto, Título principal",139,Comercialização,https://drive.google.com/file/d/1ebkWOyTZXoXfS3YfRWOUY7To9ndQ-H3J/view?usp=drive_link,Nenhum,formula do Dr. A. de Lacerda,Indefinido,,Cura radical,Digestivo,-,Orgão do corpo,Pilulas digestivas de papaina,-,Ausente,2,Ausente,Ausente,Finalizado,Papaina,Ausente,Pilula,Regular,Serifa
injeccao_anti_blenorrhagica,"Centralizado, Justificado esquerda",Ausente,-,-,,Mencionado,Ausente,1 coluna,Vantagem sobre outros,"Blenorrhagias, Gonorréas antigas e recentes",,Ausente,Nenhum,"Corpo do texto, Título principal",140,Produção,https://drive.google.com/file/d/1lx3DFD2BMy2W-aqD7gu1QrOhpp1-Uksl/view?usp=drive_link,Campos,,"Campos, Declarado, Nacional",,"Resultado quase sempre além da espectativa, Tratar/tratamento [moléstia]",Anti-blenorrhagica,-,Produto,Injecção anti-blenorrhagica,-,Portadores/acometidos,2,Ausente,Ausente,Finalizado,Ausente,Ausente,Injecção,"Bold, Regular",Serifa
cura_gonorrhea_sem_massantes_injecoes,Justificado esquerda,Ausente,"na rua Sete de Setembro n. 25, drogaria. Rio de Janeiro.","Unico deposito em Campos, Rua Direita, esquina da Sete de Setembro. Casa Ingleza.",,Mencionado,Ausente,1 coluna,Vantagem sobre outros,Gonorréas antigas e recentes,,Ausente,Nenhum,"Corpo do texto, Título principal",141,"Comercialização, Depósito",https://drive.google.com/file/d/1NT3C6rlrzmdcsGJqszUhOD6YJ5-QUtv1/view?usp=drive_link,Campos,,Indefinido,,Curar [moléstia] (cura [moléstia]  cura-se [moléstia]),Ausente,-,Cura,Lealina,-,Ausente,2,Ausente,Ausente,Finalizado,Lealina,Ausente,Indefinido,Regular,Serifa
pos_elixir_dentifricios,"Centralizado, Justificado esquerda",Ausente,"Vendem-se na pharmacia da rua Direita n. 98, junta á igreja do Carmo",-,,Ausente,Ausente,1 coluna,Ausente,Ausente,,Ausente,Nenhum,"Corpo do texto, Título principal",142,"Comercialização, Responsável técnico/preparado por/Pharmaceutico",https://drive.google.com/file/d/1FGNN8eRs7keG7mZ7wu6KHzRlVk39ifmm/view?usp=drive_link,Rio de Janeiro,,"Campos, Inferido, Nacional",,Ausente,Ausente,-,Produto,Pós e Elixir Dentrificios,-,Ausente,2,Aurelio Cassalho,Ausente,Finalizado,Ausente,Ausente,Indefinido,"Bold, Regular",Serifa
gonorreheas_sao_curadas_sem_risco,"Centralizado, Justificado esquerda",Ausente,-,-,,Mencionado,Ausente,1 coluna,Ausente,"Blenorrhagias, Gonorréas antigas e recentes",,Ausente,Nenhum,"Corpo do texto, Título principal",143,"Preço, Produção",https://drive.google.com/file/d/16hGeyAi50K7jNs0I2pp2smP45Wy5FPT8/view?usp=drive_link,Nenhum,,"Campos, Inferido, Nacional",,Curar [moléstia] (cura [moléstia]  cura-se [moléstia]),"Anti-blenorrhagica, Seguro",Uma caixa 1$000,[Moléstia],Pilulas anti-blenorrhagicas,"preparadas na Pharmacia Fuydit, Rua da Quitanda n. 84.",Ausente,2,Ausente,Ausente,Finalizado,Ausente,Ausente,Pilula,Regular,Serifa
verdadeiros_graos_de_saude,Centralizado,Junta Central de Hygiene da Côrte,"Em PARIZ, Pharmacia LEROY",DEPOSITOS EM TODAS AS PRINCIPAES PHARMACIAS,,Detalhado,Mencionado,1 coluna,Ausente,"Congestões, Enxaqueca, Prisão de ventre, Vertigens",,"Clichê, Clichê (2), Clichê (3), Clichê (4), Clichê original",Medidas anti-falsificação,"Composição dinâmica, Corpo do texto, Título principal",144,"Comercialização, Depósito",https://drive.google.com/file/d/1N9nlKFLcJ_3PUViYjgXviy9tFAhRjvOs/view?usp=drive_link,Pariz [Paris],"Exigir as caixinhas azues com rotulo em 4 cores e assignatura A. Rouviere em tinta (?)
—
Dose ordinaria: 1,2 à 3 grãos",Indefinido,,Contra [a moléstia as moléstias],"Aperiente, Approvado(a), Depurativo, Estomachico, Purgativo, Verdadeiro",-,Nome do produto,Verdadeiros grãos de saúde de Dr. Franck,-,Ausente,17,Dr Franck,Ausente,Finalizado,Ausente,Marca,Indefinido,"Bold, Caixa alta, Condensado, Itálico, Regular","Caligráfico clichê, Sem serifa clichê, Serifa, Serifa clichê"
elixir_digestivo_pepsina_grimault,"Centralizado, Justificado esquerda",Ausente,-,"Deposito em Paris, casa GRIMAULT & Cª, 8 rua Vivienne e nas principaes Pharmacias",,Detalhado,Ausente,1 coluna,"Apelo a eficiencia, Detalhes dos sintomas, Qualidade dos ingredientes, Recomendado/attestado por especialistas, Vantagem sobre outros","Affecção intestino, Caimbras de estomago, Diarrhea (rebeldes), Gastralgia, Gastritis [gastrites], Hinchação, Indigestão, Molestias estomago, Nauseas, Vomitos",,Moldura decorada,Medidas anti-falsificação,"Corpo do texto, Nota de rodapé, Título principal",145,"Depósito, Responsável técnico/preparado por/Pharmaceutico",https://drive.google.com/file/d/1vZS_NWINV-lo_y9-VNT42c2gQwE2e-SK/view?usp=drive_link,Pariz [Paris],CADA FRASCO LEVA A MARCA DA FABRICA E SO SELLO DO GOVERNO FRANCEZ,Indefinido,,"Combater [moléstia], Contra [a moléstia as moléstias], Fortifica",Ausente,-,Nome do produto,Elixir digestivo de pepsina de Grimault & Cª,-,"Idosos [""velhos""], Mulheres gravidas",8,Grimault & Cª,Ausente,Finalizado,Pepsina,Ausente,Elexir/elixir,"Bold, Caixa alta, Regular","Sem serifa, Serifa"
o_maior_successo_epocha,Centralizado,Ausente,-,Deposito na cidade de Campos dos Goytacazes CASA INGLEZA DE HENRIQUE SPITTLE,,Mencionado,Ausente,1 coluna,Ausente,"Dores de dente, Dores sciaticas, Nevralgia [facial] [em geral], Rheumatismo",,Ausente,Oferece outro produto,"Corpo do texto, Nota de rodapé, Título principal, Título secundário",146,"Depósito, Preço",https://drive.google.com/file/d/1SCwEIqcTjT9XkvqCzpiGPCjJl4CcZ--g/view?usp=drive_link,Campos,-,Indefinido,,Curar [moléstia] (cura [moléstia]  cura-se [moléstia]),"Garantido, Infalivel (infallivel), O(A) mais [adjetivo]",Preços sem competencia,Maior sucesso,Pectrolectrina,-,Ausente,8,Ausente,Ausente,Finalizado,Petrolectrina (Pectrolectrina),Ausente,Indefinido,"Bold, Caixa alta, Regular, Versalete",Serifa
licor_coca,"Centralizado, Justificado esquerda",Ausente,Vende-se em casa de Julião Pessanha Couret. Rua da Quitanda ns. 29 e 31.,-,,Detalhado,Mencionado,1 coluna,Ausente,Ausente,,Ausente,Nenhum,"Composição dinâmica, Corpo do texto, Título principal",147,Comercialização,https://drive.google.com/file/d/1krSUJPxkUvD1_QEfd7in8BECwlV_RvSJ/view?usp=drive_link,Nenhum,-,Indefinido,,Auxilia na digestão,"Agradável, Anti-syphilitico, Estomachico, Fortificante, Provocador, Tonico",-,Produto,Licor de coca,-,Ausente,3,Ausente,Ausente,Finalizado,Coca,Ausente,Licor,"Bold, Caixa alta, Regular",Serifa
pilulas_vermifugas_dr_oliveira,"Centralizado, Justificado esquerda",Ausente,Pharmacia Ezequiel 70 - Rua do Concelho - 70,-,,Mencionado,Ausente,1 coluna,Qualidade da produçao,Vermes,,Ausente,Nenhum,"Corpo do texto, Nota de rodapé, Título principal",148,"Comercialização/Depósito (dúbia), Preço",https://drive.google.com/file/d/18cJrlNvDoA4sM6qxkJ0RxOm1WS9acI_I/view?usp=drive_link,Nenhum,"preparado pharmaceutico, formulado helo habil clinico Dr. Manoel Francisco de Oliveira, que nos autorisou a prepara-lo e vender como nossa especialidade, unicamente.",Indefinido,,Expelir vermes,"Específico, Poderoso(a)",Caixa 2$000,Nome do produto,Pilulas vermifugas do Dr Oliveira,-,Ausente,7,Ausente,Ausente,Finalizado,Ausente,Ausente,Pilula,"Bold, Caixa alta, Regular, Versalete","Sem serifa, Serifa"
elixir_caboclo,"Centralizado, Justificado esquerda",Ausente,Continua a ver vendido na chácara do Sr. Dr. Sá para onde é remettido.,-,,Mencionado,Mencionado,1 coluna,Ausente,Rheumatismo,,Ausente,Nenhum,"Corpo do texto, Subtítulo, Título principal",152,"Comercialização, Preço",https://drive.google.com/file/d/1ztzd7Kt-VdOVSp2pz3aoHzgkrkObbUUb/view?usp=drive_link,Nenhum,-,Indefinido,,"Não tem dieta, Não tem resguardo",Eficaz (efficacissimo),2$000 sem frasco,Nome do produto,Elixir do Caboclo,-,Ausente,3,Ausente,Ausente,Finalizado,Ausente,Ausente,Elexir/elixir,"Bold, Regular",Serifa
grageas_depurativas_maior,Centralizado,Ausente,-,"Paris, (?), (?), (?), (?) (não foi possível ler)",,Mencionado,Ausente,1 coluna,Ausente,"Infarto (infartes), Molestias pelle, Sangue viciado por [moléstia], Siphilis [Siphylis] [enfermidades syphiliticas], Ulceras",,Ornamento,Medidas anti-falsificação,"Corpo do texto, Título principal",149,"Depósito, Responsável técnico/preparado por/Pharmaceutico",https://drive.google.com/file/d/1nEWL7J_ALUXvdUbQ0F0XAuXO77kqDYwB/view?usp=drive_link,Nenhum,"CUMPRE DESCONFIAR das CONTRAFACÇOES e exigir (?) as Assignaturas em tinta encarnada Gibert (?) e o sello, em tinta azul, do Governo Francez",Indefinido,grageas_depurativas_ioduradas_gilbert (https://www.notion.so/grageas_depurativas_ioduradas_gilbert-280d075ca71280e582bacf45d02e8d5c?pvs=21),Ausente,"Activo, Agradável, Depurativo, Mais econômico, O melhor, Unico, Verdadeiro",-,[Moléstia],Gragêas depurativas iodurados do Dr. Gibert,-,Ausente,7,Dr. Gibert,Ausente,Finalizado,Iodo,Ausente,Gragea,"Bold, Itálico, Regular",Serifa
licor_centaurea_2,Centralizado,Ausente,-,Menciona 16 endereços de depósitos,licor_centaurea_3 (https://www.notion.so/licor_centaurea_3-281d075ca71280ec9a52f6cfbbde3ba7?pvs=21),Mencionado,Ausente,2 colunas,Ausente,"Colicas, Enxaqueca, Fástio, Gastritis [gastrites], Indigestão, Molestias estomago",,"Fios, Outro",Prospecto [directorio],"Corpo do texto, Nota de rodapé, Título principal, Título secundário",150,"Depósito, Preço, Responsável técnico/preparado por/Pharmaceutico",https://drive.google.com/file/d/1aasUetpoH9y1ND-Urn-R1K3uuX3bYu-V/view?usp=drive_link,"Bom-Jesus do Itabapoana, Cachoeiros, Calçado, Campos, Carangola, Côrte, Itabapoana, Lage, Morro do Côco, Rio de Janeiro, S. Eduardo, S. Fidelis, S. José de Leonissa, S. João Del Rei",,Indefinido,,para [moléstia],"Aconselhado, Heroico, Uza-se a vontade",1 garrafa 2$500 e 1 caixa com 12 garrafas 24$000,Produto,Licor de centaurea,-,Ausente,10,B. Delgado [Delgado],Ausente,Finalizado,Ausente,Ausente,Licor,"Bold, Caixa alta, Itálico, Regular","Fantasia, Serifa"
licor_centaurea_3,"Centralizado, Justificado esquerda",Ausente,-,44 - Rua do Conselho - 44 Campos Provincia do Rio de Janeiro,,Mencionado,Ausente,1 coluna,Ausente,"Colicas, Enxaqueca, Fástio, Gastritis [gastrites], Indigestão, Molestias estomago",,"Fios, Outro",Prospecto [directorio],"Corpo do texto, Título principal, Título secundário, Título terciário",151,"Comercialização/Depósito (dúbia), Preço, Responsável técnico/preparado por/Pharmaceutico",https://drive.google.com/file/d/1l3bnsvAnU6ZYITPilSHj8EEeadSxoBPD/view?usp=drive_link,"Campos, Rio de Janeiro",,Indefinido,licor_centaurea_2 (https://www.notion.so/licor_centaurea_2-281d075ca71280c3bc18f6efffc4cf37?pvs=21),para [moléstia],"Aconselhado, Heroico, Uza-se a vontade",1 garrafa 2$500 e 1 caixa com 12 garrafas @24$000,Produto,"Licor de centaurea ",-,Ausente,10,B. Delgado [Delgado],Ausente,Finalizado,Ausente,Ausente,Licor,"Bold, Caixa alta, Itálico, Regular","Fantasia, Serifa"
